movie_id,name,release_date,release_year,imdb_id
537,Paap,2004-01-30,2004,tt0399942
538,Pinjar,2003-10-24,2003,
539,Tujhe Meri Kasam,2003-01-03,2003,tt0348258
540,Saaya,2003-07-04,2003,tt0371922
541,Chori Chori,2003-08-01,2003,tt0326805
542,Hawa,2003-07-04,2003,tt0369516
543,Dum,2003-01-24,2003,tt0314006
544,Footpath,2003-08-15,2003,tt0374660
545,Jhankaar Beats,2003-06-20,2003,tt0347278
546,Sssshhh,2003-10-24,2003,tt0352830
547,Waisa Bhi Hota Hai Part II,2003-11-14,2003,tt0387678
548,Yeh Dil,2003-04-04,2003,tt0357328
549,Samay - When Time Strikes,2003-10-10,2003,tt0384491
550,Calcutta Mail,2003-09-05,2003,tt0366276
551,Pran Jaye Par Shaan Na Jaye,2003-05-02,2003,tt0330783
552,Joggers' Park,2003-09-12,2003,tt0363721
553,Chura Liyaa Hai Tumne,2003-03-21,2003,tt0345043
554,Baaz - A Bird in Danger,2003-02-07,2003,tt0349115
555,Mumbai Se Aaya Mera Dost,2003-08-22,2003,tt0363833
556,Escape From Taliban,2003-02-14,2003,tt0312664
557,Raghu Romeo,2004-06-18,2004,tt0377131
558,Fun2shh...,2003-12-19,2003,
559,Inteha,2003-10-24,2003,tt0385782
560,Dhund - The Fog,2003-02-21,2003,tt0353351
561,Khwahish,2003-06-06,2003,tt0349679
562,Parwana,2003-09-12,2003,tt0366880
563,Raja Bhaiya,2003-10-24,2003,tt0385982
564,Main Madhuri Dixit Banna Chahti Hoon,2003-10-10,2003,tt0374848
565,Market,2003-09-12,2003,tt0381408
566,Supari,2003-06-20,2003,
567,Nayee Padosan,2003-06-06,2003,tt0362902
568,Hawayein,2003-08-22,2003,tt0378025
569,Love At Times Square,2003-02-14,2003,
570,88 Antop Hill,2003-06-27,2003,tt0349058
571,Aanch,2003-11-26,2003,tt0389726
572,Dhoop,2003-11-07,2003,tt0387164
573,Kaise Kahoon Ke... Pyaar Hai,2003-05-09,2003,tt0366658
574,Ek Din 24 Ghante,2003-11-07,2003,tt0380337
575,Kucch Toh Hai,2003-01-24,2003,tt0348662
576,Chasme Baddoor,2013-04-05,2013,tt2229848
578,Satta,2003-02-07,2003,tt0341562
579,Aapko Pehle Bhi Kahin Dekha Hai,2003-01-10,2003,tt0348521
580,Dil Pardesi Ho Gayaa,2003-12-12,2003,tt0391079
581,Jajantaram Mamantaram,2003-05-30,2003,tt0368811
582,Indian Babu,2003-03-07,2003,tt0348644
583,Kash... Aap Hamare Hote,2003-02-14,2003,tt0352489
584,Chupke Se,2003-09-12,2003,
585,Kagaar - Living on the Edge,2003-10-31,2003,
586,Khanjar,2003-06-27,2003,
588,Stumped,2003-05-16,2003,tt0357208
589,Mudda - The Issue,2003-12-12,2003,
590,Tada,2003-08-29,2003,
591,Devdas,2002-07-12,2002,tt0238936
592,Raaz,2002-02-01,2002,tt0307873
593,Kaante,2002-12-20,2002,tt0294662
594,Aankhen,2002-04-05,2002,tt0306434
595,Humraaz,2002-07-05,2002,tt0326576
596,Hum Tumhare Hain Sanam,2002-05-24,2002,tt0222024
597,Awara Paagal Deewana,2002-06-21,2002,tt0319020
598,Maa Tujhhe Salaam,2002-01-25,2002,tt0307116
599,Deewangee,2002-10-25,2002,tt0337971
600,Company,2002-04-12,2002,tt0296574
601,Saathiya,2002-12-20,2002,tt0330843
602,Hum Kisise Kum Nahin,2002-05-31,2002,tt0320097
603,Mujhse Dosti Karoge!,2002-08-09,2002,tt0272736
604,Jaani Dushman - Ek Anokhi Kahani,2002-08-15,2002,tt0326983
605,Tumko Na Bhool Paayenge,2002-02-22,2002,tt0310254
606,Dil Hai Tumhaara,2002-09-06,2002,tt0328998
607,Karz - The Burden of Truth,2002-12-06,2002,tt0342624
608,Chor Machaaye Shor,2002-08-30,2002,tt0331216
609,Aap Mujhe Achche Lagne Lage,2002-04-19,2002,tt0247911
610,Shakthi - The Power,2002-09-20,2002,tt0331639
611,23rd March 1931 Shaheed,2002-06-07,2002,tt0324951
612,Na Tum Jaano Na Hum,2002-05-10,2002,tt0248216
613,Haan Maine Bhi Pyaar Kiya,2002-02-15,2002,tt0308347
614,Road,2002-09-27,2002,tt0315632
615,Rishtey,2002-12-06,2002,tt0341549
616,Mere Yaar Ki Shaadi Hai,2002-06-07,2002,tt0322653
617,Yeh Dil Aashiqanaa,2002-01-18,2002,tt0307682
618,Yeh Hai Jalwa,2002-07-26,2002,tt0328671
619,The Legend Of Bhagat Singh,2002-06-07,2002,tt0319736
620,16 December,2002-03-22,2002,tt0313844
621,Maine Dil Tujhko Diya,2002-08-16,2002,tt0326600
622,Ek Chhotisi Love Story,2002-09-06,2002,tt0331479
623,Sharaarat,2002-07-12,2002,tt0284479
624,Kitne Door... Kitne Paas,2002-03-29,2002,tt0313395
625,Gunaah,2002-09-20,2002,tt0331256
626,Jeena Sirf Merre Liye,2002-11-01,2002,tt0337652
627,Om Jai Jagadish,2002-07-19,2002,tt0327071
628,Kya Yehi Pyaar Hai,2002-03-22,2002,tt0312883
629,Makdee,2002-11-22,2002,tt0341455
630,Pyaar Diwana Hota Hai,2002-04-26,2002,tt0274019
631,Filhaal...,2002-02-01,2002,tt0307866
632,Kranti,2002-03-08,2002,tt0311411
633,Hathyar,2002-10-18,2002,
634,Dil Vil Pyar Vyar,2002-10-18,2002,tt0335044
635,Yeh Kya Ho Raha Hai?,2002-10-11,2002,tt0338566
636,Encounter - The Killing,2002-08-09,2002,tt0375733
637,Waah! Tera Kya Kehna,2002-11-01,2002,tt0339878
638,Pitaah,2002-01-04,2002,tt0305455
639,Akhiyon Se Goli Maare,2002-08-02,2002,tt0331421
640,Kyaa Dil Ne Kahaa,2002-06-28,2002,tt0327005
641,Sur - The Melody of Life,2002-09-13,2002,tt0332766
642,Koi Mere Dil Se Poochhe,2002-01-11,2002,tt0306840
643,Annarth,2002-11-01,2002,tt0338721
644,Vadh,2002-03-29,2002,
645,Maseeha,2002-12-13,2002,tt0341458
646,Chhal,2002-08-09,2002,
647,Zindagi Khoobsoorat Hai,2002-10-04,2002,tt0340464
648,Kehtaa Hai Dil Baar Baar,2002-11-15,2002,tt0322936
649,Soch,2002-08-23,2002,
650,Pyaasa,2002-10-11,2002,tt0335592
651,Chhota Bheem And The Throne Of Bali,2013-05-03,2013,tt3324810
652,Cocktail,2012-07-13,2012,tt2168910
653,Rules - Pyaar Ka Superhit Formula,2003-09-05,2003,tt0375021
654,Oops!,2003-08-01,2003,
655,Rangrezz,2013-03-22,2013,tt2706264
656,Jodi Kya Banayi Wah Wah Ramji,2003-11-14,2003,
657,Gadar - Ek Prem Katha,2001-06-15,2001,tt0284137
658,Kabhi Khushi Kabhie Gham...,2001-12-14,2001,tt0248126
659,Lagaan,2001-06-15,2001,
660,Indian,2001-10-26,2001,tt0300028
661,Jodi No.1,2001-04-13,2001,tt0278522
662,Chori Chori Chupke Chupke,2001-03-09,2001,tt0256692
663,Ajnabee,2001-09-21,2001,tt0278291
664,Dil Chahta Hai,2001-08-10,2001,tt0292490
665,Mujhe Kucch Kehna Hai,2001-05-25,2001,tt0284328
666,Ek Rishtaa - The Bond Of Love,2001-05-18,2001,tt0284083
667,Lajja,2001-08-31,2001,tt0293342
668,Yaadein,2001-07-27,2001,tt0248617
669,Farz,2001-01-12,2001,tt0272607
670,Albela,2001-04-20,2001,tt0118578
671,Nayak,2001-09-07,2001,
672,Asoka,2001-10-26,2001,tt0249371
673,Kyo Kii... Main Jhuth Nahin Bolta,2001-09-21,2001,tt0297241
674,Aks,2001-07-13,2001,tt0289845
675,Yeh Raaste Hain Pyaar Ke,2001-08-10,2001,tt0292740
676,Pyaar Tune Kya Kiya,2001-04-27,2001,tt0281102
677,Aamdani Atthani Kharcha Rupaiyaa,2001-12-21,2001,tt0305173
678,One 2 Ka 4,2001-03-30,2001,tt0227194
679,Hum Pyar Tumhi Se Kar Baithe,2002-11-05,2002,tt0396057
680,Saare Jahaan Se Mehnga,2013-03-08,2013,tt2857500
681,Aashiq,2001-01-26,2001,tt0273406
682,Chandni Bar,2001-09-28,2001,tt0267363
683,Style,2001-12-28,2001,tt0306855
684,Tum Bin,2001-07-13,2001,
685,Zubeidaa,2001-01-19,2001,tt0255713
686,Rehnaa Hai Teree Dil Mein,2001-10-19,2001,tt0299108
687,Hum Ho Gaye Aapke,2001-08-03,2001,tt0292552
688,Kasoor,2001-02-02,2001,tt0272688
689,Pyaar Ishq Aur Mohabbat,2001-08-03,2001,tt0285958
690,Bas Itna Sa Khwaab Hai...,2001-07-06,2001,tt0283911
691,Kasam,2001-10-12,2001,tt0317811
692,Yeh Teraa Ghar Yeh Meraa Ghar,2001-10-12,2001,tt0298606
693,Tera Mera Saath Rahen,2001-11-16,2001,tt0301250
694,Dil Ne Phir Yaad Kiya,2001-09-07,2001,tt0273535
695,Ittefaq,2001-09-14,2001,tt0297983
696,Chhupa Rustam,2001-03-23,2001,
697,Deewaanapan,2001-11-16,2001,tt0301179
698,Daman,2001-05-04,2001,
699,Mujhe Meri Biwi Se Bachaao,2001-06-29,2001,tt0272735
700,Yeh Zindagi Ka Safar,2001-11-16,2001,tt0298607
701,Grahan,2001-02-16,2001,tt0275381
702,Officer,2001-03-02,2001,tt0265452
703,Zahreela,2001-03-02,2001,
704,Master,2001-06-08,2001,
705,Hadh,2001-03-02,2001,
706,Boond,2001-08-17,2001,
707,Bhookha Sher,2001-08-31,2001,
708,Censor,2001-04-06,2001,tt0272543
709,Dalaal No.1,2000-06-02,2000,
710,Josh,2000-06-09,2000,tt0151150
711,Kaho Naa... Pyaar Hai,2000-01-14,2000,tt0234000
712,Mohabbatein,2000-10-27,2000,tt0213890
713,Mission Kashmir,2000-10-27,2000,tt0248185
714,Hera Pheri,2000-03-31,2000,tt0242519
715,Dhadkan,2000-08-11,2000,tt0255111
716,Dulhan Hum Le Jayenge,2000-03-24,2000,tt0247992
717,Badal,2000-02-11,2000,tt0247944
718,Pukar,2000-02-04,2000,tt0218533
719,Refugee,2000-06-30,2000,tt0250690
720,Har Dil Jo Pyar Karega,2000-08-04,2000,tt0250415
721,Fiza,2000-09-08,2000,tt0248012
722,Kunwara,2000-07-21,2000,tt0253194
723,Chal Mere Bhai,2000-05-05,2000,tt0245825
724,Mela,2000-01-07,2000,tt0232079
725,Phir Bhi Dil Hai Hindustani,2000-01-21,2000,tt0222270
726,Aaghaaz,2000-10-06,2000,tt0254927
727,Aaj Ka Ravan,2000-09-29,2000,tt0437058
728,Anjaane - The Unknown,2005-12-30,2005,tt0874854
729,Astitva,2000-10-06,2000,tt0261545
730,Baaghi,2000-04-07,2000,tt0326745
731,Bawandar,2001-12-07,2001,tt0280465
732,Beti No.1,2000-11-10,2000,tt0286504
733,Bichhoo,2000-07-07,2000,tt0252277
734,Billa No.786,2000-12-29,2000,tt0494926
735,Bulandi,2000-01-07,2000,tt0230055
736,Champion,2000-12-22,2000,tt0270880
737,Dhaai Akshar Prem Ke,2000-09-29,2000,tt0255112
738,Gang,2000-04-14,2000,tt0116391
739,Hamara Dil Aapke Paas Hai,2000-08-25,2000,tt0255212
740,Hey Ram,2000-02-18,2000,tt0222012
741,Hum To Mohabbat Karega,2000-05-26,2000,tt0249588
742,Jis Desh Mein Ganga Rehta Hain,2000-10-13,2000,tt0263491
743,Joru Ka Ghulam,2000-06-16,2000,tt0250452
744,Jungle,2000-07-14,2000,tt0251756
745,Kahin Pyaar Na Ho Jaaye,2000-11-17,2000,tt0268401
746,Karobaar,2000-09-15,2000,
747,Khauff,2000-03-02,2000,tt0220596
748,Khiladi 420,2000-12-29,2000,tt0255305
749,Kurukshetra,2000-11-10,2000,tt0255309
750,Kya Kehna,2000-05-19,2000,tt0250483
751,Le Chal Apne Sang,2000-03-17,2000,
752,Meri Jung Ka Elaan,2000-09-22,2000,tt0481880
753,Raja Ko Rani Se Pyar Ho Gaya,2000-12-22,2000,tt0255543
754,Raju Chacha,2000-12-29,2000,tt0271748
755,Life Mein Hungama Hai,2013-04-26,2013,
756,Shikari,2000-10-06,2000,tt0120117
757,Gaja Gamini,2000-12-01,2000,tt0221982
758,Software Hardware Kya Yaaron,2013-04-26,2013,
759,Sultaan,2000-03-17,2000,tt0462041
760,Tera Jadoo Chal Gayaa,2000-08-18,2000,tt0250774
761,Tarkieb,2000-06-23,2000,tt0252038
762,Go Goa Gone,2013-05-10,2013,tt2436516
763,Tere Liye,2001-12-14,2001,
764,Vikalp,2011-01-07,2011,
765,Impatient Vivek,2011-01-07,2011,tt1948047
766,Ashoka The Hero,2011-01-07,2011,
767,Mumbai Mast Kallander,2011-01-14,2011,tt1900937
768,Turning 30!!!,2011-01-14,2011,tt1666184
769,Hostel,2011-01-21,2011,tt1825801
770,Jism 2,2012-08-02,2012,
771,Gangs Of Wasseypur 2,2012-08-08,2012,tt1954470
772,Shraddha - In The Name Of God,2011-01-28,2011,
773,Utt Pataang,2011-02-04,2011,tt1809399
774,United Six,2011-02-04,2011,tt1821692
775,Tum Hi To Ho,2011-02-04,2011,
776,Angel,2011-02-11,2011,tt1825655
777,Aashiqui.in,2011-02-11,2011,tt1814619
778,Kaccha Limboo,2011-02-18,2011,
779,Masti Express,2011-02-18,2011,
780,Satrangee Parachute,2011-02-25,2011,tt1886663
781,Yeh Faasley,2011-03-04,2011,
782,Monica,2011-03-25,2011,tt1887817
784,Happy Husbands,2011-03-25,2011,tt1465488
785,Dev D,2009-02-06,2009,
786,Luck By Chance,2009-01-30,2009,tt0886539
787,Gulaal,2009-03-13,2009,tt1261047
788,Jai Veeru,2009-03-13,2009,
789,Dhoondte Reh Jaoge,2009-03-06,2009,tt1391544
790,Firaaq,2009-03-20,2009,tt1263679
791,Mere Dad Ki Maruti,2013-03-15,2013,tt2323964
792,Dil Pe Mat Le Yaar,2000-10-06,2000,tt0255120
793,Life Goes On,2011-03-25,2011,
794,Memories in March,2011-04-01,2011,tt1895476
796,Zokkomon,2011-04-22,2011,tt1605790
797,Naughty @ 40,2011-04-29,2011,tt1363125
798,Queens! Destiny Of Dance,2011-04-29,2011,
799,Men Will Be Men,2011-04-29,2011,
800,Sona Spa,2013-03-22,2013,
801,404,2011-05-20,2011,
802,Hum Do Anjaane,2011-05-27,2011,
803,A Strange Love Story,2011-06-03,2011,
804,Love Express,2011-06-10,2011,
805,Always Kabhi Kabhi,2011-06-17,2011,tt1937092
806,Bheja Fry 2,2011-06-17,2011,tt1939654
807,Bin Bulaye Baraati,2011-06-17,2011,tt1947973
808,Bhindi Bazaar Inc,2011-06-17,2011,
809,Cycle Kick,2011-06-17,2011,
810,Meri Marzi,2011-06-17,2011,
811,The Green Chic,2011-06-24,2011,
812,Khap,2011-07-29,2011,tt1801521
813,Gandhi To Hitler,2011-07-29,2011,tt1980970
814,Bubble Gum,2011-07-29,2011,tt2012576
815,Chala Mussaddi - Office Office,2011-08-05,2011,
816,Aagaah - The Warning,2011-08-05,2011,
817,I Am Kalam,2011-08-05,2011,tt1805263
818,Just 47 - Hum Bhi Insaan Hai,2011-08-05,2011,
819,Mr. Majnu,2011-08-05,2011,
820,Hair Is Falling,2011-08-05,2011,
821,Phhir,2011-08-12,2011,tt2023645
822,Milta Hai Chance By Chance,2011-08-12,2011,
823,Will To Live,2011-08-12,2011,
824,Sahi Dhandhe Galat Bande,2011-08-19,2011,tt1630282
825,Shabri,2011-08-26,2011,tt2032530
826,Stand By,2011-08-26,2011,
827,Chitkabrey,2011-08-26,2011,
828,Yeh Dooriyaan,2011-08-26,2011,tt1826051
829,Himmatwala,2013-03-29,2013,tt2344678
830,Mummy Punjabi,2011-08-31,2011,
831,That Girl in Yellow Boots,2011-09-02,2011,
832,Bas Ek Tamanna,2011-08-31,2011,
833,Rivaaz,2011-09-16,2011,
834,Jaana Pehchana,2011-09-16,2011,
835,U R My Jaan,2011-09-23,2011,tt1847736
836,Speedy Singhs,2011-09-23,2011,
837,Hum Tum Shabana,2011-09-30,2011,tt2034011
838,Saheb Biwi Aur Gangster,2011-09-30,2011,tt2073070
839,Tere Mere Phere,2011-09-30,2011,tt1696191
840,Chargesheet,2011-09-30,2011,tt1368453
841,Love Breakups Zindagi,2011-10-07,2011,tt1877691
842,Soundtrack,2011-10-07,2011,
843,9 Eleven,2011-10-07,2011,
844,Mujhse Fraaandship Karoge,2011-10-14,2011,tt2057441
845,My Friend Pinto,2011-10-14,2011,tt1512220
846,Aazaan,2011-10-14,2011,tt2033947
847,Jo Dooba So Paar,2011-10-14,2011,
848,Be Careful,2011-10-21,2011,
849,Ziyarat,2011-10-21,2011,
850,Tell Me O Kkhuda,2011-10-27,2011,tt1961530
851,Damadamm!,2011-10-27,2011,tt1503640
852,Loot,2011-11-04,2011,
853,Miley Naa Miley Hum,2011-11-04,2011,tt2104937
854,Shakal Pe Mat Ja,2011-11-18,2011,
855,Na Jaane Kabse,2011-11-18,2011,
856,Who's There? Kaun Hai Wah?,2011-11-18,2011,
858,I Am Singh,2011-12-02,2011,
859,Lanka,2011-12-09,2011,
860,Ye Stupid Pyar,2011-12-09,2011,
861,Jo Hum Chahein,2011-12-16,2011,tt2112978
862,Pappu Can't Dance Saala,2011-12-16,2011,
863,Faraar,2011-12-16,2011,
864,"With Love, Delhi!",2011-12-16,2011,
865,Don Ke Baad Kaun?,2011-12-23,2011,
866,Saheb Biwi Aur Gangster Returns,2013-03-08,2013,tt2362778
867,Kya Yahi Sach Hai,2011-12-30,2011,
868,Bandaa,2011-05-13,2011,
869,Me Mamu & 7,2011-05-27,2011,
870,Www.Sheetal Bhabhi.com,2011-05-27,2011,
871,College Campus,2011-05-27,2011,
872,5ters: Castle of Dark Master,2011-07-08,2011,
873,The Murderer,2011-08-31,2011,
874,Aadi Shakti,2011-09-30,2011,
875,Mod,2011-10-14,2011,
876,Yeh Ishq.....Nahin,2011-10-21,2011,
877,Tension Doooor,2011-11-04,2011,
878,Lady Dabangg Aaj Bbhi,2011-11-04,2011,
879,Love Ke Liye Kuch Bhi Karega,2001-06-29,2001,tt0287537
880,Yaar Meri Zindagi,2008-04-11,2008,
881,Raat Gayi Baat Gayi,2010-01-01,2010,tt1210356
882,Bolo Raam,2010-01-01,2010,
883,Accident On Hill Road,2010-01-01,2010,tt1570417
884,Bombay Talkies,2013-05-03,2013,tt2797242
885,Haal - E - Dil,2008-06-20,2008,tt1252488
886,Aamir,2008-06-06,2008,
887,Ek Tha Tiger,2012-08-15,2012,tt2016894
888,Hello Hum Lallann Bol Rahe Hain,2010-01-15,2010,
889,Bhavnao Ko Samjho,2010-01-15,2010,
890,The Waiting Room,2010-01-15,2010,
891,Pangaa Gang,2010-01-15,2010,
892,Road To Sangam,2010-01-29,2010,tt1471247
893,Striker,2010-02-05,2010,tt1573482
894,Phaans - Ek Jasoos Ki Kahani,2010-02-05,2010,
895,London Calling,2010-02-05,2010,
896,Pyaar Kaa Funda,2010-02-12,2010,
897,Click,2010-02-19,2010,tt1596723
898,Aakhari Decision,2010-02-19,2010,tt1606162
899,Aahat - Ek Ajib Kahani,2010-02-26,2010,
900,Shree,2013-04-26,2013,
901,Rokkk,2010-03-05,2010,tt1612573
902,Thanks Maa,2010-03-05,2010,tt1437367
903,Hello Zindagi,2010-03-05,2010,
904,Lage Raho Partner,2010-03-05,2010,
905,Hide & Seek,2010-03-12,2010,
906,Na Ghar Ke Na Ghaat Ke,2010-03-12,2010,tt1620907
907,Swaha,2010-03-12,2010,
908,Trump Card,2010-03-12,2010,tt1629424
909,Lahore,2010-03-19,2010,tt1285245
910,Idiot Box,2010-03-19,2010,
911,Mittal Vs Mittal,2010-03-26,2010,tt1607607
912,Prem Kaa Game,2010-03-26,2010,tt1610418
913,My Friend Ganesha 3,2010-03-26,2010,
914,Shortcut Romeo,2013-06-21,2013,tt2066062
915,Pankh,2010-04-02,2010,tt1124386
916,The Great Indian Butterfly,2010-04-02,2010,
917,Hijack,2008-09-05,2008,
918,The Japanese Wife,2010-04-09,2010,tt1620620
919,Apartment,2010-04-23,2010,
920,City Of Gold - Mumbai 1982: Ek Ankahi Kahani,2010-04-23,2010,tt1608768
921,Muskurake Dekh Zara,2010-04-23,2010,
922,Crime Partner,2010-04-09,2010,
923,Kuch Kariye,2010-04-23,2010,
924,Mumbai 118,2010-04-23,2010,
925,Bird Idol,2010-04-23,2010,
926,Chase,2010-04-30,2010,tt1594964
927,Aakhri Deal,2013-03-15,2013,
928,Bumm Bumm Bole,2010-05-14,2010,tt1629241
929,Admission Open,2010-05-14,2010,
930,Do Dilon Ke Khel Mein,2010-05-14,2010,
931,Vroom,2010-05-14,2010,
932,Ashok Chakra Tribute To Real Heroes,2010-05-28,2010,
933,Ek Second... Jo Zindagi Badal De?,2010-06-11,2010,tt1629260
934,The Camp,2010-06-11,2010,
935,Krantiveer - The Revolution,2010-06-25,2010,
936,Mr. Singh Mrs. Mehta,2010-06-25,2010,tt1646217
937,Www.Love.com,2010-06-25,2010,
938,Bengaloored,2010-06-25,2010,
939,Kis Hudh Tak...,2010-08-20,2010,
940,Antardwand,2010-08-27,2010,
941,Madholal Keep Walking,2010-08-27,2010,
942,Gumshuda,2010-08-27,2010,
943,Soch Lo,2010-08-27,2010,tt1630613
944,The Film Emotional Atyachar,2010-09-03,2010,tt1649760
945,Mallika,2010-09-03,2010,
946,Life Express,2010-09-17,2010,tt1745753
947,Humraah - The Traitor,2011-03-25,2011,
948,For Real,2010-09-17,2010,
949,Ek Aadat,2010-09-24,2010,
950,3G,2013-03-15,2013,
951,Khichdi The Movie,2010-10-01,2010,tt1738293
952,Benny And Babloo,2010-10-01,2010,
953,Bachao Inside Bhoot Hai,2010-10-08,2010,
954,Lava - Kusa,2010-10-08,2010,
955,Dus Tola,2010-10-22,2010,
956,Maalik Ek,2010-10-29,2010,tt1609147
957,Musaa - The Most Wanted,2010-10-29,2010,
958,My Target IAS,2011-03-18,2011,
959,Nakshatra,2010-10-29,2010,
960,Daayen Ya Baayen,2010-10-29,2010,
961,A Flat,2010-11-12,2010,tt0988655
962,I Am,2011-04-29,2011,tt1629295
963,Ramaa - The Saviour,2010-11-12,2010,tt1279105
964,Shahrukh Bola Kubsoorat Hai Tu,2010-11-19,2010,
965,Diwangi Ne Had Kar Di,2010-11-19,2010,
966,Mere Gharib Nawaz,2010-11-19,2010,
967,Allah Ke Banday,2010-11-26,2010,tt1292642
968,Phas Gaye Re Obama,2010-12-03,2010,tt1773015
969,Mirch,2010-12-17,2010,tt1388903
970,332 Mumbai to India,2010-12-17,2010,
971,Payback,2010-12-17,2010,
972,Kaalo,2010-12-17,2010,tt1808221
973,Isi Life Mein...!,2010-12-24,2010,tt1781838
974,Ada....A Way of life,2010-12-31,2010,
975,Bhoot And Friends,2010-12-31,2010,
976,Don't Break My Heart - Her Story,2010-02-12,2010,
977,Kushti,2010-05-14,2010,tt1673411
978,...And Once Again,2010-08-20,2010,
979,Shirin Farhad Ki Toh Nikal Padi,2012-08-24,2012,tt2187972
980,Ramayana The Epic,2010-10-15,2010,tt1744641
981,Chehra - The Unknown Mask,2013-04-26,2013,
982,Dunno Y Na Jaane Kyun,2010-11-12,2010,tt1742307
983,Barood - The Fire A Love Story,2010-11-12,2010,
984,Azaan - The Awakening Call,2010-11-19,2010,
985,Aasma - The Sky Is the Limit,2009-01-23,2009,tt1252594
986,Tapish,2000-09-01,2000,
988,Woh Bewafa Thi,2000-07-28,2000,
989,Aashiqui 2,2013-04-26,2013,tt2203308
990,Jolly LLB,2013-03-15,2013,tt2621000
991,Biwi No.1,1999-05-28,1999,tt0207341
992,Hum Saath Saath Hain,1999-11-05,1999,
993,Kaashh....Mere Hote,2009-01-09,2009,
994,Victory,2009-01-30,2009,tt1170411
995,Aatma,2013-03-22,2013,
996,Chal Chala Chal,2009-02-06,2009,tt1438486
997,Mere Khwabon Mein Jo Aaye,2009-02-06,2009,
998,Jugaad,2009-02-13,2009,
999,The Stoneman Murders,2009-02-13,2009,tt1183946
1000,Kisse Pyaar Karoon,2009-02-27,2009,tt0438894
1001,Siddharth - The Prisoner,2009-02-27,2009,
1002,The Hero - Abhimanyu,2009-02-27,2009,
1003,Chhutanki,2011-08-05,2011,
1004,Karma Aur Holi,2009-03-06,2009,
1005,Barah Aana,2009-03-20,2009,tt1202517
1006,Key Club,2009-03-06,2009,
1007,Lottery,2009-03-27,2009,
1008,Rooh,2009-03-20,2009,
1009,Jai Jagdambey Maa,2009-03-27,2009,
1010,Ek Se Bure Do,2009-04-10,2009,tt1420539
1011,Pal Pal Dil Ke Ssaat,2009-04-10,2009,
1012,Royal Utsav,2009-04-10,2009,
1013,Coffee House,2009-04-10,2009,
1014,Sadda Adda,2012-01-13,2012,tt1941638
1015,Tutiya Dil,2012-01-13,2012,
1016,Good Night Good Morning,2012-01-20,2012,
1017,Will You Marry Me?,2012-03-02,2012,
1018,Zindagi Tere Naam,2012-03-16,2012,tt2164702
1019,Say Yes To Love,2012-03-16,2012,
1020,Akkad Bakkad Bambey Bo,2012-03-16,2012,
1021,Love Possible,2012-03-16,2012,
1022,Chaurahen,2012-03-16,2012,
1023,Bumboo,2012-03-30,2012,tt2265191
1024,Jhansi Ki Rani Laxmibai,2012-03-30,2012,
1025,Chhodo Kal Ki Baatein,2012-04-13,2012,
1026,Ab Hoga Dharna Unlimited,2012-04-13,2012,
1027,Land Gold Women,2011-12-02,2011,
1028,Life Ki Toh Lag Gayi,2012-04-27,2012,tt2327389
1029,Fatso,2012-05-04,2012,tt1286766
1030,Mr. Bhatti On Chutti,2012-05-18,2012,tt1127220
1031,Phir Aik Saazish,2012-01-20,2012,
1032,Sweet Love,2012-01-20,2012,
1033,Mission 11 July,2010-01-15,2010,
1034,The Hangman,2010-02-05,2010,
1035,The Forest,2012-05-11,2012,
1036,Jung,2000-05-12,2000,tt0289725
1037,Joker,2012-08-31,2012,tt1918886
1038,From Sydney With Love,2012-08-31,2012,tt2185084
1039,Jalpari - The Desert Mermaid,2012-08-31,2012,tt2387495
1040,I Am 24,2012-08-31,2012,
1041,Dhama Chaukdi,2012-08-31,2012,
1043,Love You To Death,2012-02-03,2012,
1044,Diary Of A Butterfly,2012-03-02,2012,
1045,Anjunaa Beach,2012-02-24,2012,
1046,Raaz 3,2012-09-07,2012,
1047,Chal Pichchur Banate Hain,2012-09-07,2012,tt2367056
1048,Riwayat,2012-09-07,2012,
1049,Love Lies And Seeta,2012-05-18,2012,
1050,MLA,2012-05-25,2012,
1051,Love Recipe,2012-05-25,2012,
1052,Rakhtbeej,2012-05-25,2012,tt3431756
1053,Yeh Khula Aasman,2012-05-25,2012,tt2402745
1054,Chutki Bajaa Ke,2012-05-25,2012,
1055,Love Wrinkle Free,2012-05-25,2012,
1056,Qasam Se Qasam Se,2012-06-15,2012,
1057,Chakradhaar,2012-06-15,2012,
1058,Kshay,2012-06-15,2012,
1059,5 Ghantey Mein 5 Crore,2012-08-10,2012,tt1563732
1060,Qayamat Hi Qayamat,2012-09-15,2012,
1061,Barfi!,2012-09-14,2012,tt2082197
1062,Jeena Hai Toh Thok Daal,2012-09-14,2012,tt2294685
1063,The Lost Tape,2012-09-14,2012,
1064,Frozen,2009-05-08,2009,
1065,Little Zizou,2009-03-13,2009,tt1119188
1066,Straight,2009-03-20,2009,
1067,Dimaag Ki Dahi,2009-03-20,2009,
1068,Meri Padosan,2009-04-17,2009,
1069,Chowrasta - Crossroads Of Love,2009-04-17,2009,
1070,Suno Na... Ek Nanhi Aawaz,2009-05-15,2009,
1071,Victoria House,2009-05-29,2009,
1072,Detective Naani,2009-05-22,2009,
1073,Vighnaharta Shree Siddhivinayak,2009-05-22,2009,
1074,Ocean Of An Old Man,2009-05-22,2009,
1075,Sanam Teri Kasam,2009-05-22,2009,
1076,Yeh Pal Ho Na Ho... Kal,2009-05-29,2009,
